recordId,country,territory_code,ingestion_timestamp,mainland,population_count,batch_id,is_valid_record,mark,regular_count,date,amount_10_day,test_units,origin
819c0a7f-1a9b-4d5c-b82e-23488efacb7e,Japan,JPN,16-01-2020 12.36,Asia,135938409,20201224_JPN_303,TRUE,not accepted cases,2248,05-01-2020,6857.99,Rapid,Digital surveillance
e7133700-c962-4b46-9ef9-d8924bb42c64,Spain,ESP,17-02-2020 15.53,Europe,65593910,20200427_ESP_622,FALSE,accepted cases,1557,13-11-2020,,Rapid,Digital surveillance
31c1e00f-f7ff-4ed4-b1d2-87c7892aac4c,Japan,JPN,27-02-2020 20.41,Asia,102310968,20200813_JPN_035,FALSE,accepted cases,738,31-05-2020,,Antigen,Digital surveillance
2167048a-752a-42d9-8049-9c9ee8987394,Canada,CAN,09-01-2020 17.56,America,38906589,20200519_CAN_851,TRUE,not accepted cases,3947,31-05-2020,3387.15,PCR,HealthMap
a707e74a-e779-4799-9086-9d6d9f2ab0b0,China,CHN,10-01-2020 7.55,Asia,1762044220,20200722_CHN_991,FALSE,accepted cases,3232,08-01-2020,,PCR,HealthMap
084f26ba-07e1-4c02-9af1-0afbfd0770c7,Kenya,KEN,13-02-2020 23.43,Africa,58318201,20201122_KEN_963,FALSE,accepted cases,1915,29-08-2020,,Rapid,HealthMap
70853d44-72bb-4e5b-85b9-df945a4aa657,Spain,ESP,15-01-2020 20.04,Europe,61896563,20201224_ESP_310,FALSE,accepted cases,1145,24-01-2020,3043.65,Antigen,Digital surveillance
b92f4f2d-b958-4698-8941-907b13f15f6f,Japan,JPN,16-01-2020 17.08,Asia,120613487,20201209_JPN_973,FALSE,accepted cases,3398,01-12-2020,,Antigen,HealthMap
9c9d5ef2-a2a1-4575-9a1f-ebe27d3559af,Mexico,MEX,03-01-2020 22.23,America,121632978,20200430_MEX_876,FALSE,accepted cases,3009,05-10-2020,6448.27,PCR,HealthMap
ba517a68-4cdd-4029-932b-b0c806aa4108,Mexico,MEX,13-01-2020 3.54,America,123094338,20201205_MEX_218,TRUE,accepted cases,2732,04-05-2020,7869.78,PCR,Digital surveillance
52e15726-8d2e-427a-8743-359b4ee315fd,France,FRA,14-01-2020 18.13,Europe,89404829,20200617_FRA_793,TRUE,accepted cases,2271,15-03-2020,5402.15,PCR,Digital surveillance
05e04876-2f41-4c9a-9e62-6608fa8e59a3,Afghanistan,AFG,09-01-2020 0.22,Asia,50156502,20201028_AFG_332,TRUE,accepted cases,2173,27-01-2020,,Antigen,Digital surveillance
f43248cb-0674-4f36-819e-e615392d7a20,China,CHN,31-01-2020 14.49,Asia,1458377483,20200225_CHN_463,TRUE,accepted cases,4271,03-06-2020,9640.26,PCR,HealthMap
367a64b0-55ab-4430-bb8a-c103507b03a5,South Africa,ZAF,28-01-2020 21.06,Africa,71905933,20200815_ZAF_076,TRUE,not accepted cases,4983,16-03-2020,,Antigen,HealthMap
7e50db9c-cc26-4c54-88be-068df552a429,South Africa,ZAF,08-02-2020 16.18,Africa,59637916,20200808_ZAF_102,TRUE,accepted cases,3523,19-08-2020,4138.14,Antigen,HealthMap
95a3c45d-d54b-4aa6-be54-c3d35590b048,Egypt,EGY,16-02-2020 3.20,Africa,83149115,20200510_EGY_384,TRUE,not accepted cases,549,16-02-2020,932.3,PCR,HealthMap
17b9ac05-1ebe-4708-a41d-3e37e79ba8ba,Indonesia,IDN,05-02-2020 1.37,Asia,290395476,20201209_IDN_126,FALSE,not accepted cases,3464,27-01-2020,6004.1,Antigen,Digital surveillance
66e03d13-e9a5-4442-b5ce-4c68d6dbfaa9,Italy,ITA,02-02-2020 6.09,Europe,59384964,20200225_ITA_359,FALSE,accepted cases,2282,20-10-2020,,Antigen,Digital surveillance
05304118-11e4-4269-8a59-3287cd655ec9,Spain,ESP,29-02-2020 21.53,Europe,35881848,20200402_ESP_280,FALSE,not accepted cases,2875,04-01-2020,,PCR,HealthMap
7fa0f3b0-1061-498d-a5e7-ec01a4ed2813,China,CHN,10-01-2020 23.40,Asia,851730902,20200928_CHN_221,FALSE,not accepted cases,3716,23-06-2020,,Antigen,HealthMap
a9dd0e2f-ea60-4c9b-bc1a-2b98405fa965,Italy,ITA,08-02-2020 2.56,Europe,39637558,20201112_ITA_051,TRUE,not accepted cases,3629,04-12-2020,6070.76,Antigen,HealthMap
5ca6243a-eaed-46d2-9f46-131b206188c7,Canada,CAN,18-02-2020 16.07,America,35096943,20200525_CAN_695,FALSE,not accepted cases,372,22-04-2020,,Rapid,Digital surveillance
42ebba32-e92c-4139-8daf-f3e6aa3e4833,Afghanistan,AFG,14-01-2020 9.13,Asia,24806493,20200510_AFG_297,FALSE,accepted cases,63,11-09-2020,1756.95,Antigen,Digital surveillance
c699ef1d-5686-44d5-8459-5dfc44151457,Germany,DEU,05-02-2020 21.51,Europe,47930740,20200122_DEU_447,TRUE,not accepted cases,637,09-06-2020,5734,Rapid,HealthMap
e2e822bd-4be0-4b2a-9d9a-458995cbecfe,Argentina,ARG,08-01-2020 12.01,America,30365828,20201112_ARG_472,FALSE,accepted cases,3577,24-02-2020,,Rapid,HealthMap
ab7742d2-84c1-4580-b900-7e1a8e48f333,Germany,DEU,06-01-2020 12.55,Europe,104378439,20200423_DEU_342,TRUE,accepted cases,4181,20-11-2020,,Rapid,Digital surveillance
8820223b-23e0-468b-9b4b-405d945caf9d,Kenya,KEN,23-01-2020 23.52,Africa,70711244,20200430_KEN_106,TRUE,not accepted cases,1616,29-03-2020,7602.15,Rapid,Digital surveillance
e5c5e140-9f13-424a-b38b-a9862aef60a3,United States,USA,19-02-2020 20.31,America,415224893,20201023_USA_460,FALSE,not accepted cases,1236,13-08-2020,,Antigen,HealthMap
1dbc33b3-cbc9-4dab-8c55-9da18d8c599b,Mexico,MEX,07-02-2020 1.22,America,74031982,20200824_MEX_463,TRUE,accepted cases,3020,26-05-2020,,PCR,HealthMap
17207873-ccab-4e42-8f40-bb10be4b2d2c,Ethiopia,ETH,07-02-2020 17.50,Africa,160475001,20200818_ETH_931,TRUE,not accepted cases,4956,31-08-2020,9577.22,Antigen,Digital surveillance
3c610105-3536-4862-9b89-c410d6ce659b,Nigeria,NGA,15-02-2020 2.32,Africa,138641017,20200506_NGA_725,FALSE,not accepted cases,4293,24-09-2020,3638.98,Antigen,HealthMap
9e873c07-b198-4a57-82b4-ac90ab11c2b2,Egypt,EGY,19-02-2020 10.43,Africa,56525996,20201119_EGY_663,FALSE,accepted cases,2700,18-02-2020,3865.64,Antigen,Digital surveillance
139a851f-49be-47bb-95f1-43760d68b126,Nigeria,NGA,06-01-2020 18.42,Africa,292047531,20200607_NGA_991,FALSE,accepted cases,4874,28-12-2020,3095.82,Antigen,HealthMap
0d92a98c-768f-4895-b2ff-452c164e793c,Indonesia,IDN,12-02-2020 22.53,Asia,409509740,20200926_IDN_096,FALSE,not accepted cases,149,04-07-2020,,PCR,HealthMap
3d0be702-5591-46e0-9788-182eb05cc83b,United Kingdom,GBR,13-01-2020 7.08,Europe,39181435,20200221_GBR_520,TRUE,not accepted cases,1073,01-11-2020,,PCR,Digital surveillance
6075eb20-97ac-4405-a65d-5458ca65bfb5,Spain,ESP,21-02-2020 5.46,Europe,25420218,20200705_ESP_693,TRUE,not accepted cases,2334,17-08-2020,,PCR,HealthMap
673981c0-ef94-44bf-8229-f32d7d00cf68,United Kingdom,GBR,27-02-2020 6.23,Europe,98239894,20200813_GBR_473,FALSE,not accepted cases,4119,27-09-2020,1620.58,PCR,Digital surveillance
c95e014f-8cf4-443d-8e09-c6aaf5f564c2,Mexico,MEX,04-01-2020 20.30,America,112327775,20200222_MEX_729,TRUE,not accepted cases,687,23-03-2020,,Rapid,Digital surveillance
f7c0b7a1-d315-4b07-9682-2acfe0da8ae1,Egypt,EGY,06-01-2020 7.52,Africa,141695262,20200114_EGY_425,TRUE,not accepted cases,4112,10-07-2020,,PCR,HealthMap
d924107f-1f81-45ab-ae15-ca6b8e1bff1d,Brazil,BRA,02-01-2020 10.59,America,284654530,20201128_BRA_344,TRUE,accepted cases,313,26-05-2020,4724.55,PCR,HealthMap
23ba11d9-3e2e-4daa-8233-1d331fd96873,Ethiopia,ETH,09-02-2020 0.57,Africa,59666548,20200420_ETH_856,TRUE,not accepted cases,910,27-05-2020,,PCR,Digital surveillance
e52bd5ea-8952-47ce-a598-50307762ac8a,Brazil,BRA,27-01-2020 20.50,America,203443512,20200226_BRA_857,FALSE,accepted cases,4221,21-10-2020,,PCR,HealthMap
c5e319b4-1f68-4ddd-a892-2af5a956dfbe,Egypt,EGY,01-01-2020 19.22,Africa,109565733,20200405_EGY_681,TRUE,not accepted cases,554,26-09-2020,7864.12,Rapid,Digital surveillance
60e1e61c-2068-4d8e-93fe-d5e320a78998,South Africa,ZAF,25-02-2020 15.02,Africa,52599769,20200710_ZAF_260,TRUE,not accepted cases,553,25-06-2020,,Rapid,Digital surveillance
12d661c1-e626-46a4-a601-80c0d3492fa7,Italy,ITA,17-02-2020 10.08,Europe,51531556,20200622_ITA_834,TRUE,not accepted cases,3920,19-11-2020,,PCR,Digital surveillance
d38ab23f-7c5c-4eaa-aa23-04bf91a95c55,Ethiopia,ETH,03-01-2020 9.12,Africa,148430547,20200122_ETH_324,FALSE,not accepted cases,4448,30-08-2020,,Rapid,Digital surveillance
65ee8b25-254b-4b80-8c5a-92585f36520c,Argentina,ARG,23-01-2020 1.55,America,37599480,20200304_ARG_819,FALSE,not accepted cases,3276,13-08-2020,3866.45,PCR,HealthMap
f5786a07-d21f-4752-b9af-d72a2bf88f10,United Kingdom,GBR,24-01-2020 16.17,Europe,39551171,20200805_GBR_081,FALSE,accepted cases,4468,30-05-2020,,PCR,HealthMap
c5ba4b2c-d520-4d6b-ac49-1e1ec00aa7c5,Argentina,ARG,20-01-2020 14.38,America,41856532,20201219_ARG_455,FALSE,not accepted cases,346,29-06-2020,4349.41,Rapid,Digital surveillance
158eba6e-e3b2-4831-bd17-50a088093eef,China,CHN,12-02-2020 20.25,Asia,1458158794,20201213_CHN_164,TRUE,accepted cases,4977,13-12-2020,347.99,PCR,Digital surveillance
6b9264e7-388b-417e-94ff-181df01919ea,Kenya,KEN,24-01-2020 12.36,Africa,59422381,20201213_KEN_461,FALSE,not accepted cases,3636,09-02-2020,5294.6,Antigen,HealthMap
4f53d363-699d-414d-8a7b-2965d392fafa,Mexico,MEX,16-01-2020 3.01,America,88454063,20200922_MEX_397,TRUE,not accepted cases,2132,26-12-2020,9963.65,Antigen,HealthMap
2c8e8369-bc40-45a0-a10a-9c57e4cfbc9e,Canada,CAN,08-01-2020 4.54,America,35932141,20201231_CAN_456,TRUE,not accepted cases,2846,29-12-2020,,Rapid,HealthMap
855f9c96-ac51-4f1c-8116-02d31133804e,Argentina,ARG,24-02-2020 5.45,America,64509033,20201122_ARG_179,FALSE,accepted cases,994,12-04-2020,2367.36,Antigen,Digital surveillance
087c863c-b93f-4a3d-a7b2-2a86038d334e,Kenya,KEN,05-02-2020 18.23,Africa,70099580,20201009_KEN_133,TRUE,accepted cases,2533,22-07-2020,7188.7,Rapid,HealthMap
161c46a8-6b60-45ba-8d2a-f79eed597038,Egypt,EGY,22-02-2020 18.04,Africa,150675102,20201124_EGY_076,FALSE,not accepted cases,4238,25-06-2020,,Rapid,Digital surveillance
98c45d43-555c-46ba-8a5b-62c4e6f6068c,Indonesia,IDN,28-01-2020 16.58,Asia,151918530,20200304_IDN_531,TRUE,not accepted cases,1348,23-03-2020,,Rapid,Digital surveillance
98f2af0c-7ad8-4c0d-a94c-43382fd02963,Kenya,KEN,03-02-2020 9.54,Africa,40361020,20201121_KEN_980,FALSE,accepted cases,2480,10-11-2020,5025.73,PCR,Digital surveillance
2acb0306-cd26-4fe7-8167-6490dd9ca5fe,United States,USA,12-02-2020 19.46,America,365803908,20201015_USA_043,TRUE,accepted cases,372,24-11-2020,2646.56,PCR,HealthMap
564e3ab1-6957-4a4d-a501-e87b8c6db3ec,Spain,ESP,10-02-2020 0.31,Europe,52700303,20200528_ESP_658,FALSE,not accepted cases,2006,16-12-2020,4535.44,Rapid,Digital surveillance
be1ffb4d-aae5-4662-947d-c1f296110deb,United States,USA,29-01-2020 13.30,America,233033483,20201106_USA_148,FALSE,not accepted cases,2829,23-07-2020,,Antigen,Digital surveillance
43202593-aa3f-4d08-8bca-e5ee3dbefef5,Nigeria,NGA,16-01-2020 14.07,Africa,195749331,20200313_NGA_100,TRUE,not accepted cases,3146,11-11-2020,9626.86,PCR,HealthMap
a6592f3b-f694-446f-9dff-8fc9ae72aeee,Italy,ITA,16-02-2020 10.12,Europe,39865046,20200920_ITA_479,FALSE,not accepted cases,4074,12-01-2020,,Antigen,HealthMap
